collectionDate,siteID,feature,featureSecondary,value
2009-12-01,I,nitrite,Undiluted,NULL
2009-12-01,O,nitrite,Undiluted,NULL
2009-12-01,V,nitrite,Undiluted,NULL
2009-12-01,"Lac S",nitrite,Undiluted,NULL
2010-04-01,1,nitrite,Undiluted,NULL
2010-04-01,2,nitrite,Undiluted,NULL
2010-04-01,5,nitrite,Undiluted,NULL
2010-04-01,6,nitrite,Undiluted,NULL
2010-04-01,9,nitrite,Undiluted,NULL
2010-04-01,9,nitrite,Undiluted,52.4
2010-04-01,12,nitrite,Undiluted,NULL
2010-04-01,24,nitrite,Undiluted,NULL
2010-04-01,32,nitrite,Undiluted,NULL
2010-04-01,37,nitrite,Undiluted,NULL
2010-04-01,38,nitrite,Undiluted,NULL
2010-04-01,40,nitrite,Undiluted,NULL
2010-04-01,41,nitrite,Undiluted,NULL
2010-04-01,44,nitrite,Undiluted,5.7
2010-04-01,45,nitrite,Undiluted,NULL
2010-04-01,50,nitrite,Undiluted,NULL
2010-04-01,53,nitrite,Undiluted,NULL
2010-04-01,60,nitrite,Undiluted,NULL
2010-04-01,A,nitrite,Undiluted,NULL
2010-04-01,F,nitrite,Undiluted,NULL
2010-04-01,I,nitrite,Undiluted,NULL
2010-04-01,O,nitrite,Undiluted,NULL
2010-04-01,V,nitrite,Undiluted,NULL
2010-04-01,"Lac S",nitrite,Undiluted,0.3
2010-04-01,PF,nitrite,Undiluted,5.8
2010-12-01,9,nitrite,Undiluted,NULL
2010-12-01,9,nitrite,Undiluted,NULL
2010-12-01,12,nitrite,Undiluted,NULL
2010-12-01,24,nitrite,Undiluted,NULL
2010-12-01,32,nitrite,Undiluted,NULL
2010-12-01,36,nitrite,Undiluted,NULL
2010-12-01,36,nitrite,Undiluted,NULL
2010-12-01,37,nitrite,Undiluted,NULL
2010-12-01,38,nitrite,Undiluted,NULL
2010-12-01,40,nitrite,Undiluted,NULL
2010-12-01,41,nitrite,Undiluted,NULL
2010-12-01,44,nitrite,Undiluted,NULL
2010-12-01,45,nitrite,Undiluted,NULL
2010-12-01,48,nitrite,Undiluted,NULL
2010-12-01,50,nitrite,Undiluted,NULL
2010-12-01,53,nitrite,Undiluted,NULL
2010-12-01,60,nitrite,Undiluted,NULL
2010-12-01,A,nitrite,Undiluted,NULL
2010-12-01,F,nitrite,Undiluted,NULL
2010-12-01,G,nitrite,Undiluted,NULL
2010-12-01,I,nitrite,Undiluted,NULL
2010-12-01,O,nitrite,Undiluted,NULL
2010-12-01,V,nitrite,Undiluted,NULL
2010-12-01,"Lac S",nitrite,Undiluted,NULL
2011-04-01,5,nitrite,Undiluted,NULL
2011-04-01,6,nitrite,Undiluted,NULL
2011-04-01,9,nitrite,Undiluted,NULL
2011-04-01,9,nitrite,Undiluted,NULL
2011-04-01,12,nitrite,Undiluted,NULL
2011-04-01,24,nitrite,Undiluted,NULL
2011-04-01,32,nitrite,Undiluted,NULL
2011-04-01,37,nitrite,Undiluted,NULL
2011-04-01,38,nitrite,Undiluted,NULL
2011-04-01,40,nitrite,Undiluted,NULL
2011-04-01,41,nitrite,Undiluted,NULL
2011-04-01,44,nitrite,Undiluted,NULL
2011-04-01,45,nitrite,Undiluted,NULL
2011-04-01,50,nitrite,Undiluted,NULL
2011-04-01,53,nitrite,Undiluted,NULL
2011-04-01,60,nitrite,Undiluted,NULL
2011-04-01,A,nitrite,Undiluted,NULL
2011-04-01,F,nitrite,Undiluted,NULL
2011-04-01,G,nitrite,Undiluted,NULL
2011-04-01,I,nitrite,Undiluted,NULL
2011-04-01,O,nitrite,Undiluted,NULL
2011-04-01,V,nitrite,Undiluted,NULL
2011-04-01,"Lac S",nitrite,Undiluted,NULL
2011-04-01,ADS,nitrite,Undiluted,NULL
2011-04-01,KR,nitrite,Undiluted,NULL
2007-11-01,9,nitrate,Undiluted,62.36
2007-11-01,10,nitrate,Undiluted,NULL
2007-11-01,11,nitrate,Undiluted,NULL
2007-11-01,12,nitrate,Undiluted,NULL
2007-11-01,13,nitrate,Undiluted,NULL
2007-11-01,14,nitrate,Undiluted,NULL
2007-11-01,15,nitrate,Undiluted,NULL
2007-11-01,23,nitrate,Undiluted,NULL
2007-11-01,24,nitrate,Undiluted,NULL
2007-11-01,32,nitrate,Undiluted,NULL
2007-11-01,41,nitrate,Undiluted,0.32
2007-11-01,42,nitrate,Undiluted,NULL
2007-11-01,44,nitrate,Undiluted,135.86
2007-11-01,45,nitrate,Undiluted,NULL
2007-11-01,50,nitrate,Undiluted,NULL
2007-11-01,51,nitrate,Undiluted,NULL
2007-11-01,52,nitrate,Undiluted,NULL
2007-11-01,53,nitrate,Undiluted,NULL
2007-11-01,60,nitrate,Undiluted,NULL
2008-05-01,1,nitrate,Undiluted,NULL
2008-05-01,2,nitrate,Undiluted,NULL
2008-05-01,3,nitrate,Undiluted,NULL
2008-05-01,4,nitrate,Undiluted,NULL
2008-05-01,5,nitrate,Undiluted,NULL
2008-05-01,6,nitrate,Undiluted,NULL
2008-05-01,7,nitrate,Undiluted,NULL
2008-05-01,9,nitrate,Undiluted,NULL
2008-05-01,12,nitrate,Undiluted,NULL
2008-05-01,24,nitrate,Undiluted,NULL
2008-05-01,32,nitrate,Undiluted,NULL
2008-05-01,36,nitrate,Undiluted,NULL
2008-05-01,37,nitrate,Undiluted,NULL
2008-05-01,38,nitrate,Undiluted,NULL
2008-05-01,39,nitrate,Undiluted,NULL
2008-05-01,40,nitrate,Undiluted,NULL
2008-05-01,41,nitrate,Undiluted,NULL
2008-05-01,45,nitrate,Undiluted,NULL
2008-05-01,50,nitrate,Undiluted,NULL
2008-05-01,53,nitrate,Undiluted,NULL
2008-05-01,60,nitrate,Undiluted,NULL
2008-05-01,A,nitrate,Undiluted,NULL
2008-05-01,F,nitrate,Undiluted,NULL
2008-05-01,G,nitrate,Undiluted,NULL
2008-05-01,I,nitrate,Undiluted,NULL
2008-05-01,J,nitrate,Undiluted,NULL
2008-05-01,K,nitrate,Undiluted,NULL
2008-05-01,L,nitrate,Undiluted,NULL
2008-05-01,O,nitrate,Undiluted,NULL
2008-05-01,P,nitrate,Undiluted,NULL
2008-05-01,R,nitrate,Undiluted,NULL
2008-05-01,V,nitrate,Undiluted,NULL
2008-11-01,9,nitrate,Undiluted,NULL
2008-11-01,12,nitrate,Undiluted,NULL
2008-11-01,24,nitrate,Undiluted,NULL
2008-11-01,32,nitrate,Undiluted,NULL
2008-11-01,37,nitrate,Undiluted,NULL
2008-11-01,38,nitrate,Undiluted,NULL
2008-11-01,40,nitrate,Undiluted,32
2008-11-01,41,nitrate,Undiluted,13.2
2008-11-01,44,nitrate,Undiluted,0.6
2008-11-01,45,nitrate,Undiluted,NULL
2008-11-01,50,nitrate,Undiluted,NULL
2008-11-01,53,nitrate,Undiluted,9.8
2008-11-01,A,nitrate,Undiluted,NULL
2008-11-01,F,nitrate,Undiluted,NULL
2008-11-01,G,nitrate,Undiluted,13.2
2008-11-01,I,nitrate,Undiluted,0.8
2008-11-01,O,nitrate,Undiluted,NULL
2008-11-01,T,nitrate,Undiluted,4
2008-11-01,V,nitrate,Undiluted,NULL
2009-04-01,1,nitrate,Undiluted,NULL
2009-04-01,2,nitrate,Undiluted,0.2
2009-04-01,4,nitrate,Undiluted,0.6
2009-04-01,5,nitrate,Undiluted,2.3
2009-04-01,6,nitrate,Undiluted,13
2009-04-01,9,nitrate,Undiluted,NULL
2009-04-01,12,nitrate,Undiluted,7
2009-04-01,24,nitrate,Undiluted,10
2009-04-01,32,nitrate,Undiluted,2
2009-04-01,37,nitrate,Undiluted,44.2
2009-04-01,38,nitrate,Undiluted,20.6
2009-04-01,40,nitrate,Undiluted,NULL
2009-04-01,41,nitrate,Undiluted,NULL
2009-04-01,44,nitrate,Undiluted,18.6
2009-04-01,45,nitrate,Undiluted,8
2009-04-01,50,nitrate,Undiluted,20.4
2009-04-01,53,nitrate,Undiluted,NULL
2009-04-01,60,nitrate,Undiluted,2
2009-04-01,A,nitrate,Undiluted,141.4
2009-04-01,F,nitrate,Undiluted,12
2009-04-01,O,nitrate,Undiluted,NULL
2009-04-01,V,nitrate,Undiluted,NULL
2009-04-01,"Lac N",nitrate,Undiluted,NULL
2009-04-01,"Lac S",nitrate,Undiluted,53.8
2009-08-01,1,nitrate,Undiluted,NULL
2009-08-01,5,nitrate,Undiluted,NULL
2009-08-01,6,nitrate,Undiluted,56.8
2009-08-01,9,nitrate,Undiluted,1.1
2009-08-01,9,nitrate,Undiluted,0.6
2009-08-01,12,nitrate,Undiluted,NULL
2009-08-01,24,nitrate,Undiluted,NULL
2009-08-01,32,nitrate,Undiluted,NULL
2009-08-01,36,nitrate,Undiluted,NULL
2009-08-01,37,nitrate,Undiluted,NULL
2009-08-01,38,nitrate,Undiluted,1.1
2009-08-01,40,nitrate,Undiluted,21.4
2009-08-01,41,nitrate,Undiluted,5.1
2009-08-01,44,nitrate,Undiluted,NULL
2009-08-01,45,nitrate,Undiluted,29.1
2009-08-01,50,nitrate,Undiluted,3.7
2009-08-01,53,nitrate,Undiluted,NULL
2009-08-01,60,nitrate,Undiluted,NULL
2009-08-01,A,nitrate,Undiluted,NULL
2009-08-01,F,nitrate,Undiluted,NULL
2009-08-01,I,nitrate,Undiluted,NULL
2009-08-01,O,nitrate,Undiluted,82.2
2009-08-01,V,nitrate,Undiluted,NULL
2009-08-01,"Lac S",nitrate,Undiluted,11.5
2009-12-01,5,nitrate,Undiluted,NULL
2009-12-01,6,nitrate,Undiluted,NULL
2009-12-01,9,nitrate,Undiluted,NULL
2009-12-01,9,nitrate,Undiluted,NULL
2009-12-01,12,nitrate,Undiluted,NULL
2009-12-01,18,nitrate,Undiluted,NULL
2009-12-01,24,nitrate,Undiluted,NULL
2009-12-01,32,nitrate,Undiluted,NULL
2009-12-01,36,nitrate,Undiluted,NULL
2009-12-01,37,nitrate,Undiluted,1
2009-12-01,38,nitrate,Undiluted,NULL
2009-12-01,40,nitrate,Undiluted,NULL
2009-12-01,41,nitrate,Undiluted,NULL
2009-12-01,44,nitrate,Undiluted,0.3
2009-12-01,45,nitrate,Undiluted,NULL
2009-12-01,48,nitrate,Undiluted,NULL
2009-12-01,50,nitrate,Undiluted,NULL
2009-12-01,53,nitrate,Undiluted,NULL
2009-12-01,60,nitrate,Undiluted,NULL
2009-12-01,A,nitrate,Undiluted,NULL
2009-12-01,F,nitrate,Undiluted,NULL
2009-12-01,I,nitrate,Undiluted,NULL
2009-12-01,O,nitrate,Undiluted,NULL
2009-12-01,V,nitrate,Undiluted,NULL
2009-12-01,"Lac S",nitrate,Undiluted,NULL
2010-04-01,1,nitrate,Undiluted,NULL
2010-04-01,2,nitrate,Undiluted,NULL
2010-04-01,5,nitrate,Undiluted,19.7
2010-04-01,6,nitrate,Undiluted,NULL
2010-04-01,9,nitrate,Undiluted,0.9
2010-04-01,9,nitrate,Undiluted,0.1
2010-04-01,12,nitrate,Undiluted,4.6
2010-04-01,24,nitrate,Undiluted,3.5
2010-04-01,32,nitrate,Undiluted,NULL
2010-04-01,37,nitrate,Undiluted,5.9
2010-04-01,38,nitrate,Undiluted,NULL
2010-04-01,40,nitrate,Undiluted,8.9
2010-04-01,41,nitrate,Undiluted,10
2010-04-01,44,nitrate,Undiluted,0.4
2010-04-01,45,nitrate,Undiluted,NULL
2010-04-01,50,nitrate,Undiluted,NULL
2010-04-01,53,nitrate,Undiluted,0.9
2010-04-01,60,nitrate,Undiluted,35.3
2010-04-01,A,nitrate,Undiluted,0.9
2010-04-01,F,nitrate,Undiluted,NULL
2010-04-01,I,nitrate,Undiluted,0.5
2010-04-01,O,nitrate,Undiluted,8.9
2010-04-01,V,nitrate,Undiluted,2.8
2010-04-01,"Lac S",nitrate,Undiluted,3.9
2010-04-01,PF,nitrate,Undiluted,41.9
2010-12-01,9,nitrate,Undiluted,NULL
2010-12-01,9,nitrate,Undiluted,NULL
2010-12-01,12,nitrate,Undiluted,13
2010-12-01,24,nitrate,Undiluted,6.2
2010-12-01,32,nitrate,Undiluted,NULL
2010-12-01,36,nitrate,Undiluted,0.9
2010-12-01,36,nitrate,Undiluted,7
2010-12-01,37,nitrate,Undiluted,NULL
2010-12-01,38,nitrate,Undiluted,4.5
2010-12-01,40,nitrate,Undiluted,3.4
2010-12-01,41,nitrate,Undiluted,0.6
2010-12-01,44,nitrate,Undiluted,NULL
2010-12-01,45,nitrate,Undiluted,NULL
2010-12-01,48,nitrate,Undiluted,20.9
2010-12-01,50,nitrate,Undiluted,1.5
2010-12-01,53,nitrate,Undiluted,2.2
2010-12-01,60,nitrate,Undiluted,NULL
2010-12-01,A,nitrate,Undiluted,1.2
2010-12-01,F,nitrate,Undiluted,3
2010-12-01,G,nitrate,Undiluted,NULL
2010-12-01,I,nitrate,Undiluted,8.7
2010-12-01,O,nitrate,Undiluted,0.4
2010-12-01,V,nitrate,Undiluted,NULL
2010-12-01,"Lac S",nitrate,Undiluted,6.7
2011-04-01,5,nitrate,Undiluted,0.1
2011-04-01,6,nitrate,Undiluted,8.6
2011-04-01,9,nitrate,Undiluted,8.2
2011-04-01,9,nitrate,Undiluted,NULL
2011-04-01,12,nitrate,Undiluted,0
2011-04-01,24,nitrate,Undiluted,0.8
2011-04-01,32,nitrate,Undiluted,NULL
2011-04-01,37,nitrate,Undiluted,0
2011-04-01,38,nitrate,Undiluted,NULL
2011-04-01,40,nitrate,Undiluted,NULL
2011-04-01,41,nitrate,Undiluted,NULL
2011-04-01,44,nitrate,Undiluted,1.9
2011-04-01,45,nitrate,Undiluted,0.6
2011-04-01,50,nitrate,Undiluted,1.3
2011-04-01,53,nitrate,Undiluted,1.6
2011-04-01,60,nitrate,Undiluted,NULL
2011-04-01,A,nitrate,Undiluted,16.9
2011-04-01,F,nitrate,Undiluted,3.3
2011-04-01,G,nitrate,Undiluted,NULL
2011-04-01,I,nitrate,Undiluted,6.2
2011-04-01,O,nitrate,Undiluted,26.6
2011-04-01,V,nitrate,Undiluted,2.1
2011-04-01,"Lac S",nitrate,Undiluted,NULL
2011-04-01,ADS,nitrate,Undiluted,NULL
2011-04-01,KR,nitrate,Undiluted,1.2
2007-11-01,9,bromide,Undiluted,60.8
2007-11-01,10,bromide,Undiluted,NULL
2007-11-01,11,bromide,Undiluted,NULL
2007-11-01,12,bromide,Undiluted,30.2
2007-11-01,13,bromide,Undiluted,NULL
2007-11-01,14,bromide,Undiluted,NULL
2007-11-01,15,bromide,Undiluted,NULL
2007-11-01,23,bromide,Undiluted,NULL
2007-11-01,24,bromide,Undiluted,63.4
2007-11-01,32,bromide,Undiluted,67.6
2007-11-01,41,bromide,Undiluted,84.8
2007-11-01,42,bromide,Undiluted,NULL
2007-11-01,44,bromide,Undiluted,74.8
2007-11-01,45,bromide,Undiluted,72.2
2007-11-01,50,bromide,Undiluted,0
2007-11-01,51,bromide,Undiluted,NULL
2007-11-01,52,bromide,Undiluted,NULL
2007-11-01,53,bromide,Undiluted,91.4
2007-11-01,60,bromide,Undiluted,7
2008-05-01,1,bromide,Undiluted,NULL
2008-05-01,2,bromide,Undiluted,NULL
2008-05-01,3,bromide,Undiluted,NULL
2008-05-01,4,bromide,Undiluted,NULL
2008-05-01,5,bromide,Undiluted,NULL
2008-05-01,6,bromide,Undiluted,NULL
2008-05-01,7,bromide,Undiluted,NULL
2008-05-01,9,bromide,Undiluted,NULL
2008-05-01,12,bromide,Undiluted,NULL
2008-05-01,24,bromide,Undiluted,NULL
2008-05-01,32,bromide,Undiluted,NULL
2008-05-01,36,bromide,Undiluted,NULL
2008-05-01,37,bromide,Undiluted,NULL
2008-05-01,38,bromide,Undiluted,NULL
2008-05-01,39,bromide,Undiluted,NULL
2008-05-01,40,bromide,Undiluted,NULL
2008-05-01,41,bromide,Undiluted,NULL
2008-05-01,45,bromide,Undiluted,NULL
2008-05-01,50,bromide,Undiluted,NULL
2008-05-01,53,bromide,Undiluted,NULL
2008-05-01,60,bromide,Undiluted,NULL
2008-05-01,A,bromide,Undiluted,NULL
2008-05-01,F,bromide,Undiluted,NULL
2008-05-01,G,bromide,Undiluted,NULL
2008-05-01,I,bromide,Undiluted,NULL
2008-05-01,J,bromide,Undiluted,NULL
2008-05-01,K,bromide,Undiluted,NULL
2008-05-01,L,bromide,Undiluted,NULL
2008-05-01,O,bromide,Undiluted,NULL
2008-05-01,P,bromide,Undiluted,NULL
2008-05-01,R,bromide,Undiluted,NULL
2008-05-01,V,bromide,Undiluted,NULL
2008-11-01,9,bromide,Undiluted,51.8
2008-11-01,12,bromide,Undiluted,NULL
2008-11-01,24,bromide,Undiluted,NULL
2008-11-01,32,bromide,Undiluted,58
2008-11-01,37,bromide,Undiluted,19.2
2008-11-01,38,bromide,Undiluted,15.2
2008-11-01,40,bromide,Undiluted,59.2
2008-11-01,41,bromide,Undiluted,45.4
2008-11-01,44,bromide,Undiluted,0.6
2008-11-01,45,bromide,Undiluted,6.4
2008-11-01,50,bromide,Undiluted,48.2
2008-11-01,53,bromide,Undiluted,36.6
2008-11-01,A,bromide,Undiluted,NULL
2008-11-01,F,bromide,Undiluted,10.6
2008-11-01,G,bromide,Undiluted,39.4
2008-11-01,I,bromide,Undiluted,52.4
2008-11-01,O,bromide,Undiluted,65
2008-11-01,T,bromide,Undiluted,21
2008-11-01,V,bromide,Undiluted,13.8
2009-04-01,1,bromide,Undiluted,1.2
2009-04-01,2,bromide,Undiluted,70.8
2009-04-01,4,bromide,Undiluted,68.6
2009-04-01,5,bromide,Undiluted,28.6
2009-04-01,6,bromide,Undiluted,75.8
2009-04-01,9,bromide,Undiluted,70
2009-04-01,12,bromide,Undiluted,20.8
2009-04-01,24,bromide,Undiluted,51.2
2009-04-01,32,bromide,Undiluted,15.6
2009-04-01,37,bromide,Undiluted,72.2
2009-04-01,38,bromide,Undiluted,NULL
2009-04-01,40,bromide,Undiluted,NULL
2009-04-01,41,bromide,Undiluted,NULL
2009-04-01,44,bromide,Undiluted,8.6
2009-04-01,45,bromide,Undiluted,54.6
2009-04-01,50,bromide,Undiluted,64.2
2009-04-01,53,bromide,Undiluted,NULL
2009-04-01,60,bromide,Undiluted,25.8
2009-04-01,A,bromide,Undiluted,33.6
2009-04-01,F,bromide,Undiluted,39.2
2009-04-01,O,bromide,Undiluted,NULL
2009-04-01,V,bromide,Undiluted,17.4
2009-04-01,"Lac N",bromide,Undiluted,58.4
2009-04-01,"Lac S",bromide,Undiluted,76.8
2009-08-01,1,bromide,Undiluted,20.7
2009-08-01,5,bromide,Undiluted,37.7
2009-08-01,6,bromide,Undiluted,50.1
2009-08-01,9,bromide,Undiluted,5.3
2009-08-01,9,bromide,Undiluted,34.2
2009-08-01,12,bromide,Undiluted,50.9
2009-08-01,24,bromide,Undiluted,19.9
2009-08-01,32,bromide,Undiluted,38.4
2009-08-01,36,bromide,Undiluted,12.8
2009-08-01,37,bromide,Undiluted,29
2009-08-01,38,bromide,Undiluted,48.1
2009-08-01,40,bromide,Undiluted,71.9
2009-08-01,41,bromide,Undiluted,64
2009-08-01,44,bromide,Undiluted,NULL
2009-08-01,45,bromide,Undiluted,56.6
2009-08-01,50,bromide,Undiluted,60.9
2009-08-01,53,bromide,Undiluted,2.6
2009-08-01,60,bromide,Undiluted,32.9
2009-08-01,A,bromide,Undiluted,NULL
2009-08-01,F,bromide,Undiluted,38.1
2009-08-01,I,bromide,Undiluted,13.3
2009-08-01,O,bromide,Undiluted,50.9
2009-08-01,V,bromide,Undiluted,47.7
2009-08-01,"Lac S",bromide,Undiluted,19.2
2009-12-01,5,bromide,Undiluted,80.9
2009-12-01,6,bromide,Undiluted,83.4
2009-12-01,9,bromide,Undiluted,72.5
2009-12-01,9,bromide,Undiluted,83.2
2009-12-01,12,bromide,Undiluted,71
2009-12-01,18,bromide,Undiluted,79.6
2009-12-01,24,bromide,Undiluted,77.4
2009-12-01,32,bromide,Undiluted,78.4
2009-12-01,36,bromide,Undiluted,74.3
2009-12-01,37,bromide,Undiluted,73.8
2009-12-01,38,bromide,Undiluted,77.5
2009-12-01,40,bromide,Undiluted,66.9
2009-12-01,41,bromide,Undiluted,NULL
2009-12-01,44,bromide,Undiluted,50.3
2009-12-01,45,bromide,Undiluted,68.9
2009-12-01,48,bromide,Undiluted,NULL
2009-12-01,50,bromide,Undiluted,58.1
2009-12-01,53,bromide,Undiluted,73.3
2009-12-01,60,bromide,Undiluted,56.4
2009-12-01,A,bromide,Undiluted,73.8
2009-12-01,F,bromide,Undiluted,75.2
2009-12-01,I,bromide,Undiluted,77.2
2009-12-01,O,bromide,Undiluted,75.7
2009-12-01,V,bromide,Undiluted,55.8
2009-12-01,"Lac S",bromide,Undiluted,73.4
2010-04-01,1,bromide,Undiluted,4.9
2010-04-01,2,bromide,Undiluted,13
2010-04-01,5,bromide,Undiluted,71.9
2010-04-01,6,bromide,Undiluted,53.2
2010-04-01,9,bromide,Undiluted,56.4
2010-04-01,9,bromide,Undiluted,NULL
2010-04-01,12,bromide,Undiluted,52.5
2010-04-01,24,bromide,Undiluted,70.5
2010-04-01,32,bromide,Undiluted,70.1
2010-04-01,37,bromide,Undiluted,18.3
2010-04-01,38,bromide,Undiluted,NULL
2010-04-01,40,bromide,Undiluted,NULL
2010-04-01,41,bromide,Undiluted,69.7
2010-04-01,44,bromide,Undiluted,NULL
2010-04-01,45,bromide,Undiluted,37.9
2010-04-01,50,bromide,Undiluted,NULL
2010-04-01,53,bromide,Undiluted,58.6
2010-04-01,60,bromide,Undiluted,57.7
2010-04-01,A,bromide,Undiluted,49.3
2010-04-01,F,bromide,Undiluted,NULL
2010-04-01,I,bromide,Undiluted,NULL
2010-04-01,O,bromide,Undiluted,40.2
2010-04-01,V,bromide,Undiluted,16.4
2010-04-01,"Lac S",bromide,Undiluted,21.7
2010-04-01,PF,bromide,Undiluted,18.3
2010-12-01,9,bromide,Undiluted,24
2010-12-01,9,bromide,Undiluted,50
2010-12-01,12,bromide,Undiluted,48.4
2010-12-01,24,bromide,Undiluted,56.6
2010-12-01,32,bromide,Undiluted,36.1
2010-12-01,36,bromide,Undiluted,91.2
2010-12-01,36,bromide,Undiluted,47
2010-12-01,37,bromide,Undiluted,25.4
2010-12-01,38,bromide,Undiluted,58
2010-12-01,40,bromide,Undiluted,51.1
2010-12-01,41,bromide,Undiluted,60.6
2010-12-01,44,bromide,Undiluted,61.4
2010-12-01,45,bromide,Undiluted,58.2
2010-12-01,48,bromide,Undiluted,62.9
2010-12-01,50,bromide,Undiluted,6.6
2010-12-01,53,bromide,Undiluted,51.3
2010-12-01,60,bromide,Undiluted,54.3
2010-12-01,A,bromide,Undiluted,18.7
2010-12-01,F,bromide,Undiluted,41.8
2010-12-01,G,bromide,Undiluted,47.7
2010-12-01,I,bromide,Undiluted,58
2010-12-01,O,bromide,Undiluted,28.9
2010-12-01,V,bromide,Undiluted,28.2
2010-12-01,"Lac S",bromide,Undiluted,70.3
2011-04-01,5,bromide,Undiluted,218.2
2011-04-01,6,bromide,Undiluted,119.7
2011-04-01,9,bromide,Undiluted,11
2011-04-01,9,bromide,Undiluted,140
2011-04-01,12,bromide,Undiluted,132.2
2011-04-01,24,bromide,Undiluted,115.6
2011-04-01,32,bromide,Undiluted,136
2011-04-01,37,bromide,Undiluted,132.9
2011-04-01,38,bromide,Undiluted,113.8
2011-04-01,40,bromide,Undiluted,100.8
2011-04-01,41,bromide,Undiluted,126.9
2011-04-01,44,bromide,Undiluted,136.9
2011-04-01,45,bromide,Undiluted,116.7
2011-04-01,50,bromide,Undiluted,124.8
2011-04-01,53,bromide,Undiluted,145.2
2011-04-01,60,bromide,Undiluted,16.7
2011-04-01,A,bromide,Undiluted,112.9
2011-04-01,F,bromide,Undiluted,74.1
2011-04-01,G,bromide,Undiluted,112.3
2011-04-01,I,bromide,Undiluted,113.8
2011-04-01,O,bromide,Undiluted,10
2011-04-01,V,bromide,Undiluted,121.1
2011-04-01,"Lac S",bromide,Undiluted,89.5
2011-04-01,ADS,bromide,Undiluted,135.9
2011-04-01,KR,bromide,Undiluted,109.9
2007-11-01,9,phosphate,Undiluted,0.3
2007-11-01,10,phosphate,Undiluted,NULL
2007-11-01,11,phosphate,Undiluted,NULL
2007-11-01,12,phosphate,Undiluted,NULL
2007-11-01,13,phosphate,Undiluted,NULL
2007-11-01,14,phosphate,Undiluted,NULL
2007-11-01,15,phosphate,Undiluted,NULL
2007-11-01,23,phosphate,Undiluted,NULL
2007-11-01,24,phosphate,Undiluted,NULL
2007-11-01,32,phosphate,Undiluted,0.24
2007-11-01,41,phosphate,Undiluted,0.08
2007-11-01,42,phosphate,Undiluted,NULL
2007-11-01,44,phosphate,Undiluted,0.2
2007-11-01,45,phosphate,Undiluted,0.04
2007-11-01,50,phosphate,Undiluted,NULL
2007-11-01,51,phosphate,Undiluted,NULL
2007-11-01,52,phosphate,Undiluted,NULL
2007-11-01,53,phosphate,Undiluted,NULL
2007-11-01,60,phosphate,Undiluted,0.06
2008-05-01,1,phosphate,Undiluted,NULL
2008-05-01,2,phosphate,Undiluted,NULL
2008-05-01,3,phosphate,Undiluted,NULL
2008-05-01,4,phosphate,Undiluted,NULL
2008-05-01,5,phosphate,Undiluted,NULL
2008-05-01,6,phosphate,Undiluted,NULL
2008-05-01,7,phosphate,Undiluted,NULL
2008-05-01,9,phosphate,Undiluted,NULL
2008-05-01,12,phosphate,Undiluted,NULL
2008-05-01,24,phosphate,Undiluted,NULL
2008-05-01,32,phosphate,Undiluted,NULL
2008-05-01,36,phosphate,Undiluted,NULL
2008-05-01,37,phosphate,Undiluted,NULL
2008-05-01,38,phosphate,Undiluted,NULL
2008-05-01,39,phosphate,Undiluted,NULL
2008-05-01,40,phosphate,Undiluted,NULL
2008-05-01,41,phosphate,Undiluted,NULL
2008-05-01,45,phosphate,Undiluted,NULL
2008-05-01,50,phosphate,Undiluted,NULL
2008-05-01,53,phosphate,Undiluted,NULL
2008-05-01,60,phosphate,Undiluted,NULL
2008-05-01,A,phosphate,Undiluted,NULL
2008-05-01,F,phosphate,Undiluted,NULL
2008-05-01,G,phosphate,Undiluted,NULL
2008-05-01,I,phosphate,Undiluted,NULL
2008-05-01,J,phosphate,Undiluted,NULL
2008-05-01,K,phosphate,Undiluted,NULL
2008-05-01,L,phosphate,Undiluted,NULL
2008-05-01,O,phosphate,Undiluted,NULL
2008-05-01,P,phosphate,Undiluted,NULL
2008-05-01,R,phosphate,Undiluted,NULL
2008-05-01,V,phosphate,Undiluted,NULL
2008-11-01,9,phosphate,Undiluted,NULL
2008-11-01,12,phosphate,Undiluted,NULL
2008-11-01,24,phosphate,Undiluted,NULL
2008-11-01,32,phosphate,Undiluted,NULL
2008-11-01,37,phosphate,Undiluted,NULL
2008-11-01,38,phosphate,Undiluted,NULL
2008-11-01,40,phosphate,Undiluted,NULL
2008-11-01,41,phosphate,Undiluted,NULL
2008-11-01,44,phosphate,Undiluted,NULL
2008-11-01,45,phosphate,Undiluted,NULL
2008-11-01,50,phosphate,Undiluted,NULL
2008-11-01,53,phosphate,Undiluted,NULL
2008-11-01,A,phosphate,Undiluted,NULL
2008-11-01,F,phosphate,Undiluted,NULL
2008-11-01,G,phosphate,Undiluted,NULL
2008-11-01,I,phosphate,Undiluted,NULL
2008-11-01,O,phosphate,Undiluted,NULL
2008-11-01,T,phosphate,Undiluted,NULL
2008-11-01,V,phosphate,Undiluted,NULL
2009-04-01,1,phosphate,Undiluted,NULL
2009-04-01,2,phosphate,Undiluted,NULL
2009-04-01,4,phosphate,Undiluted,NULL
2009-04-01,5,phosphate,Undiluted,NULL
2009-04-01,6,phosphate,Undiluted,NULL
2009-04-01,9,phosphate,Undiluted,NULL
2009-04-01,12,phosphate,Undiluted,NULL
2009-04-01,24,phosphate,Undiluted,NULL
