collectionDate,siteID,feature,featureSecondary,value
2010-12-01,24,turbidity,,0
2010-12-01,32,turbidity,,0
2010-12-01,36,turbidity,,0
2010-12-01,36,turbidity,,0
2010-12-01,37,turbidity,,0
2010-12-01,38,turbidity,,0
2010-12-01,40,turbidity,,0
2010-12-01,41,turbidity,,0
2010-12-01,44,turbidity,,0
2010-12-01,45,turbidity,,0
2010-12-01,48,turbidity,,0
2010-12-01,50,turbidity,,0
2010-12-01,53,turbidity,,0
2010-12-01,60,turbidity,,0
2010-12-01,A,turbidity,,0
2010-12-01,F,turbidity,,0
2010-12-01,G,turbidity,,0
2010-12-01,I,turbidity,,0
2010-12-01,O,turbidity,,0
2010-12-01,V,turbidity,,0
2010-12-01,"Lac S",turbidity,,0
2011-04-01,5,turbidity,,0
2011-04-01,6,turbidity,,0
2011-04-01,9,turbidity,,0
2011-04-01,9,turbidity,,0
2011-04-01,12,turbidity,,0
2011-04-01,24,turbidity,,0
2011-04-01,32,turbidity,,0
2011-04-01,37,turbidity,,0
2011-04-01,38,turbidity,,0
2011-04-01,40,turbidity,,0
2011-04-01,41,turbidity,,0
2011-04-01,44,turbidity,,0
2011-04-01,45,turbidity,,0
2011-04-01,50,turbidity,,0
2011-04-01,53,turbidity,,0
2011-04-01,60,turbidity,,0
2011-04-01,A,turbidity,,0
2011-04-01,F,turbidity,,0
2011-04-01,G,turbidity,,0
2011-04-01,I,turbidity,,0
2011-04-01,O,turbidity,,0
2011-04-01,V,turbidity,,0
2011-04-01,"Lac S",turbidity,,0
2011-04-01,ADS,turbidity,,0
2011-04-01,KR,turbidity,,NULL
2007-11-01,9,flouride,Undiluted,NULL
2007-11-01,10,flouride,Undiluted,NULL
2007-11-01,11,flouride,Undiluted,NULL
2007-11-01,12,flouride,Undiluted,NULL
2007-11-01,13,flouride,Undiluted,NULL
2007-11-01,14,flouride,Undiluted,NULL
2007-11-01,15,flouride,Undiluted,NULL
2007-11-01,23,flouride,Undiluted,NULL
2007-11-01,24,flouride,Undiluted,NULL
2007-11-01,32,flouride,Undiluted,NULL
2007-11-01,41,flouride,Undiluted,NULL
2007-11-01,42,flouride,Undiluted,NULL
2007-11-01,44,flouride,Undiluted,NULL
2007-11-01,45,flouride,Undiluted,NULL
2007-11-01,50,flouride,Undiluted,NULL
2007-11-01,51,flouride,Undiluted,NULL
2007-11-01,52,flouride,Undiluted,NULL
2007-11-01,53,flouride,Undiluted,NULL
2007-11-01,60,flouride,Undiluted,NULL
2008-05-01,1,flouride,Undiluted,NULL
2008-05-01,2,flouride,Undiluted,NULL
2008-05-01,3,flouride,Undiluted,NULL
2008-05-01,4,flouride,Undiluted,NULL
2008-05-01,5,flouride,Undiluted,NULL
2008-05-01,6,flouride,Undiluted,NULL
2008-05-01,7,flouride,Undiluted,NULL
2008-05-01,9,flouride,Undiluted,NULL
2008-05-01,12,flouride,Undiluted,NULL
2008-05-01,24,flouride,Undiluted,NULL
2008-05-01,32,flouride,Undiluted,NULL
2008-05-01,36,flouride,Undiluted,NULL
2008-05-01,37,flouride,Undiluted,NULL
2008-05-01,38,flouride,Undiluted,NULL
2008-05-01,39,flouride,Undiluted,NULL
2008-05-01,40,flouride,Undiluted,NULL
2008-05-01,41,flouride,Undiluted,NULL
2008-05-01,45,flouride,Undiluted,NULL
2008-05-01,50,flouride,Undiluted,NULL
2008-05-01,53,flouride,Undiluted,NULL
2008-05-01,60,flouride,Undiluted,NULL
2008-05-01,A,flouride,Undiluted,NULL
2008-05-01,F,flouride,Undiluted,NULL
2008-05-01,G,flouride,Undiluted,NULL
2008-05-01,I,flouride,Undiluted,NULL
2008-05-01,J,flouride,Undiluted,NULL
2008-05-01,K,flouride,Undiluted,NULL
2008-05-01,L,flouride,Undiluted,NULL
2008-05-01,O,flouride,Undiluted,NULL
2008-05-01,P,flouride,Undiluted,NULL
2008-05-01,R,flouride,Undiluted,NULL
2008-05-01,V,flouride,Undiluted,NULL
2008-11-01,9,flouride,Undiluted,NULL
2008-11-01,12,flouride,Undiluted,NULL
2008-11-01,24,flouride,Undiluted,NULL
2008-11-01,32,flouride,Undiluted,NULL
2008-11-01,37,flouride,Undiluted,0.42
2008-11-01,38,flouride,Undiluted,0.36
2008-11-01,40,flouride,Undiluted,0.62
2008-11-01,41,flouride,Undiluted,0.82
2008-11-01,44,flouride,Undiluted,0.78
2008-11-01,45,flouride,Undiluted,0.2
2008-11-01,50,flouride,Undiluted,0.44
2008-11-01,53,flouride,Undiluted,3
2008-11-01,A,flouride,Undiluted,0.8
2008-11-01,F,flouride,Undiluted,0.9
2008-11-01,G,flouride,Undiluted,0.9
2008-11-01,I,flouride,Undiluted,NULL
2008-11-01,O,flouride,Undiluted,NULL
2008-11-01,T,flouride,Undiluted,NULL
2008-11-01,V,flouride,Undiluted,0.32
2009-04-01,1,flouride,Undiluted,NULL
2009-04-01,2,flouride,Undiluted,2.8
2009-04-01,4,flouride,Undiluted,0.8
2009-04-01,5,flouride,Undiluted,0.4
2009-04-01,6,flouride,Undiluted,NULL
2009-04-01,9,flouride,Undiluted,0.2
2009-04-01,12,flouride,Undiluted,2.4
2009-04-01,24,flouride,Undiluted,2
2009-04-01,32,flouride,Undiluted,2
2009-04-01,37,flouride,Undiluted,2.4
2009-04-01,38,flouride,Undiluted,2.2
2009-04-01,40,flouride,Undiluted,4.8
2009-04-01,41,flouride,Undiluted,1
2009-04-01,44,flouride,Undiluted,0.2
2009-04-01,45,flouride,Undiluted,0.8
2009-04-01,50,flouride,Undiluted,0.8
2009-04-01,53,flouride,Undiluted,0.4
2009-04-01,60,flouride,Undiluted,2.4
2009-04-01,A,flouride,Undiluted,1.4
2009-04-01,F,flouride,Undiluted,0.6
2009-04-01,O,flouride,Undiluted,0.2
2009-04-01,V,flouride,Undiluted,1.8
2009-04-01,"Lac N",flouride,Undiluted,0.2
2009-04-01,"Lac S",flouride,Undiluted,1.8
2009-08-01,1,flouride,Undiluted,0.14
2009-08-01,5,flouride,Undiluted,0.02
2009-08-01,6,flouride,Undiluted,NULL
2009-08-01,9,flouride,Undiluted,5.31
2009-08-01,9,flouride,Undiluted,NULL
2009-08-01,12,flouride,Undiluted,NULL
2009-08-01,24,flouride,Undiluted,0.35
2009-08-01,32,flouride,Undiluted,NULL
2009-08-01,36,flouride,Undiluted,NULL
2009-08-01,37,flouride,Undiluted,0.92
2009-08-01,38,flouride,Undiluted,NULL
2009-08-01,40,flouride,Undiluted,NULL
2009-08-01,41,flouride,Undiluted,NULL
2009-08-01,44,flouride,Undiluted,0.36
2009-08-01,45,flouride,Undiluted,0.08
2009-08-01,50,flouride,Undiluted,NULL
2009-08-01,53,flouride,Undiluted,NULL
2009-08-01,60,flouride,Undiluted,NULL
2009-08-01,A,flouride,Undiluted,NULL
2009-08-01,F,flouride,Undiluted,NULL
2009-08-01,I,flouride,Undiluted,0.17
2009-08-01,O,flouride,Undiluted,3.85
2009-08-01,V,flouride,Undiluted,0.09
2009-08-01,"Lac S",flouride,Undiluted,NULL
2009-12-01,5,flouride,Undiluted,1.1
2009-12-01,6,flouride,Undiluted,2.2
2009-12-01,9,flouride,Undiluted,0.1
2009-12-01,9,flouride,Undiluted,2.2
2009-12-01,12,flouride,Undiluted,1.6
2009-12-01,18,flouride,Undiluted,1.8
2009-12-01,24,flouride,Undiluted,1.1
2009-12-01,32,flouride,Undiluted,1.4
2009-12-01,36,flouride,Undiluted,1.2
2009-12-01,37,flouride,Undiluted,1.3
2009-12-01,38,flouride,Undiluted,1.8
2009-12-01,40,flouride,Undiluted,1.6
2009-12-01,41,flouride,Undiluted,0.1
2009-12-01,44,flouride,Undiluted,1.2
2009-12-01,45,flouride,Undiluted,1.3
2009-12-01,48,flouride,Undiluted,2.3
2009-12-01,50,flouride,Undiluted,1.1
2009-12-01,53,flouride,Undiluted,1.8
2009-12-01,60,flouride,Undiluted,1.5
2009-12-01,A,flouride,Undiluted,1.2
2009-12-01,F,flouride,Undiluted,1.5
2009-12-01,I,flouride,Undiluted,1.5
2009-12-01,O,flouride,Undiluted,1
2009-12-01,V,flouride,Undiluted,1.5
2009-12-01,"Lac S",flouride,Undiluted,1.6
2010-04-01,1,flouride,Undiluted,1.68
2010-04-01,2,flouride,Undiluted,NULL
2010-04-01,5,flouride,Undiluted,3.16
2010-04-01,6,flouride,Undiluted,0.14
2010-04-01,9,flouride,Undiluted,0.26
2010-04-01,9,flouride,Undiluted,NULL
2010-04-01,12,flouride,Undiluted,NULL
2010-04-01,24,flouride,Undiluted,NULL
2010-04-01,32,flouride,Undiluted,4.76
2010-04-01,37,flouride,Undiluted,NULL
2010-04-01,38,flouride,Undiluted,0.12
2010-04-01,40,flouride,Undiluted,NULL
2010-04-01,41,flouride,Undiluted,0.32
2010-04-01,44,flouride,Undiluted,0.1
2010-04-01,45,flouride,Undiluted,0.32
2010-04-01,50,flouride,Undiluted,NULL
2010-04-01,53,flouride,Undiluted,0.06
2010-04-01,60,flouride,Undiluted,0.12
2010-04-01,A,flouride,Undiluted,NULL
2010-04-01,F,flouride,Undiluted,0.22
2010-04-01,I,flouride,Undiluted,0.18
2010-04-01,O,flouride,Undiluted,0.14
2010-04-01,V,flouride,Undiluted,0.26
2010-04-01,"Lac S",flouride,Undiluted,0.14
2010-04-01,PF,flouride,Undiluted,6.96
2010-12-01,9,flouride,Undiluted,0.66
2010-12-01,9,flouride,Undiluted,2.38
2010-12-01,12,flouride,Undiluted,5.42
2010-12-01,24,flouride,Undiluted,1.36
2010-12-01,32,flouride,Undiluted,4.68
2010-12-01,36,flouride,Undiluted,0
2010-12-01,36,flouride,Undiluted,4.82
2010-12-01,37,flouride,Undiluted,1.46
2010-12-01,38,flouride,Undiluted,0.52
2010-12-01,40,flouride,Undiluted,0
2010-12-01,41,flouride,Undiluted,0
2010-12-01,44,flouride,Undiluted,0
2010-12-01,45,flouride,Undiluted,5.4
2010-12-01,48,flouride,Undiluted,0
2010-12-01,50,flouride,Undiluted,0
2010-12-01,53,flouride,Undiluted,0
2010-12-01,60,flouride,Undiluted,0
2010-12-01,A,flouride,Undiluted,4
2010-12-01,F,flouride,Undiluted,0.52
2010-12-01,G,flouride,Undiluted,0.64
2010-12-01,I,flouride,Undiluted,0.9
2010-12-01,O,flouride,Undiluted,2.3
2010-12-01,V,flouride,Undiluted,3.52
2010-12-01,"Lac S",flouride,Undiluted,10.86
2011-04-01,5,flouride,Undiluted,2.6
2011-04-01,6,flouride,Undiluted,1.6
2011-04-01,9,flouride,Undiluted,NULL
2011-04-01,9,flouride,Undiluted,3
2011-04-01,12,flouride,Undiluted,2
2011-04-01,24,flouride,Undiluted,0.2
2011-04-01,32,flouride,Undiluted,0.8
2011-04-01,37,flouride,Undiluted,3.3
2011-04-01,38,flouride,Undiluted,2.9
2011-04-01,40,flouride,Undiluted,1.3
2011-04-01,41,flouride,Undiluted,2.4
2011-04-01,44,flouride,Undiluted,NULL
2011-04-01,45,flouride,Undiluted,2.4
2011-04-01,50,flouride,Undiluted,1.5
2011-04-01,53,flouride,Undiluted,1.4
2011-04-01,60,flouride,Undiluted,4
2011-04-01,A,flouride,Undiluted,0.2
2011-04-01,F,flouride,Undiluted,0.6
2011-04-01,G,flouride,Undiluted,NULL
2011-04-01,I,flouride,Undiluted,2
2011-04-01,O,flouride,Undiluted,NULL
2011-04-01,V,flouride,Undiluted,1.9
2011-04-01,"Lac S",flouride,Undiluted,0.8
2011-04-01,ADS,flouride,Undiluted,5.1
2011-04-01,KR,flouride,Undiluted,0.7
2007-11-01,9,chloride,Undiluted,33828
2007-11-01,10,chloride,Undiluted,NULL
2007-11-01,11,chloride,Undiluted,NULL
2007-11-01,12,chloride,Undiluted,34546
2007-11-01,13,chloride,Undiluted,NULL
2007-11-01,14,chloride,Undiluted,NULL
2007-11-01,15,chloride,Undiluted,NULL
2007-11-01,23,chloride,Undiluted,NULL
2007-11-01,24,chloride,Undiluted,33674
2007-11-01,32,chloride,Undiluted,38020
2007-11-01,41,chloride,Undiluted,35388
2007-11-01,42,chloride,Undiluted,NULL
2007-11-01,44,chloride,Undiluted,38050
2007-11-01,45,chloride,Undiluted,36164
2007-11-01,50,chloride,Undiluted,35850
2007-11-01,51,chloride,Undiluted,NULL
2007-11-01,52,chloride,Undiluted,NULL
2007-11-01,53,chloride,Undiluted,35952
2007-11-01,60,chloride,Undiluted,34040
2008-05-01,1,chloride,Undiluted,32974
2008-05-01,2,chloride,Undiluted,32210
2008-05-01,3,chloride,Undiluted,57784
2008-05-01,4,chloride,Undiluted,55094
2008-05-01,5,chloride,Undiluted,57416
2008-05-01,6,chloride,Undiluted,55448
2008-05-01,7,chloride,Undiluted,55150
2008-05-01,9,chloride,Undiluted,54076
2008-05-01,12,chloride,Undiluted,57806
2008-05-01,24,chloride,Undiluted,57274
2008-05-01,32,chloride,Undiluted,55552
2008-05-01,36,chloride,Undiluted,NULL
2008-05-01,37,chloride,Undiluted,NULL
2008-05-01,38,chloride,Undiluted,54698
2008-05-01,39,chloride,Undiluted,NULL
2008-05-01,40,chloride,Undiluted,54198
2008-05-01,41,chloride,Undiluted,56426
2008-05-01,45,chloride,Undiluted,51842
2008-05-01,50,chloride,Undiluted,53116
2008-05-01,53,chloride,Undiluted,55002
2008-05-01,60,chloride,Undiluted,31564
2008-05-01,A,chloride,Undiluted,NULL
2008-05-01,F,chloride,Undiluted,NULL
2008-05-01,G,chloride,Undiluted,NULL
2008-05-01,I,chloride,Undiluted,NULL
2008-05-01,J,chloride,Undiluted,NULL
2008-05-01,K,chloride,Undiluted,NULL
2008-05-01,L,chloride,Undiluted,NULL
2008-05-01,O,chloride,Undiluted,NULL
2008-05-01,P,chloride,Undiluted,NULL
2008-05-01,R,chloride,Undiluted,NULL
2008-05-01,V,chloride,Undiluted,NULL
2008-11-01,9,chloride,Undiluted,23103
2008-11-01,12,chloride,Undiluted,NULL
2008-11-01,24,chloride,Undiluted,NULL
2008-11-01,32,chloride,Undiluted,23682
2008-11-01,37,chloride,Undiluted,23151
2008-11-01,38,chloride,Undiluted,23394
2008-11-01,40,chloride,Undiluted,23100
2008-11-01,41,chloride,Undiluted,22972
2008-11-01,44,chloride,Undiluted,23491
2008-11-01,45,chloride,Undiluted,23450
2008-11-01,50,chloride,Undiluted,23479
2008-11-01,53,chloride,Undiluted,23957
2008-11-01,A,chloride,Undiluted,23233
2008-11-01,F,chloride,Undiluted,23380
2008-11-01,G,chloride,Undiluted,23444
2008-11-01,I,chloride,Undiluted,23648
2008-11-01,O,chloride,Undiluted,23645
2008-11-01,T,chloride,Undiluted,24209
2008-11-01,V,chloride,Undiluted,23831
2009-04-01,1,chloride,Undiluted,21830
2009-04-01,2,chloride,Undiluted,21800
2009-04-01,4,chloride,Undiluted,21760
2009-04-01,5,chloride,Undiluted,22180
2009-04-01,6,chloride,Undiluted,21880
2009-04-01,9,chloride,Undiluted,21830
2009-04-01,12,chloride,Undiluted,21670
2009-04-01,24,chloride,Undiluted,21980
2009-04-01,32,chloride,Undiluted,22250
2009-04-01,37,chloride,Undiluted,21660
2009-04-01,38,chloride,Undiluted,21850
2009-04-01,40,chloride,Undiluted,21700
2009-04-01,41,chloride,Undiluted,21680
2009-04-01,44,chloride,Undiluted,21510
2009-04-01,45,chloride,Undiluted,21620
2009-04-01,50,chloride,Undiluted,21380
2009-04-01,53,chloride,Undiluted,21560
2009-04-01,60,chloride,Undiluted,21980
2009-04-01,A,chloride,Undiluted,21600
2009-04-01,F,chloride,Undiluted,21210
2009-04-01,O,chloride,Undiluted,21510
2009-04-01,V,chloride,Undiluted,21520
2009-04-01,"Lac N",chloride,Undiluted,20880
2009-04-01,"Lac S",chloride,Undiluted,22330
2009-08-01,1,chloride,Undiluted,19161
2009-08-01,5,chloride,Undiluted,18277
2009-08-01,6,chloride,Undiluted,18334
2009-08-01,9,chloride,Undiluted,18756
2009-08-01,9,chloride,Undiluted,18922
2009-08-01,12,chloride,Undiluted,20690
2009-08-01,24,chloride,Undiluted,18078
2009-08-01,32,chloride,Undiluted,22662
2009-08-01,36,chloride,Undiluted,18360
2009-08-01,37,chloride,Undiluted,20767
2009-08-01,38,chloride,Undiluted,18642
2009-08-01,40,chloride,Undiluted,18925
2009-08-01,41,chloride,Undiluted,21974
2009-08-01,44,chloride,Undiluted,23836
2009-08-01,45,chloride,Undiluted,23256
2009-08-01,50,chloride,Undiluted,21349
2009-08-01,53,chloride,Undiluted,18756
2009-08-01,60,chloride,Undiluted,18202
2009-08-01,A,chloride,Undiluted,18855
2009-08-01,F,chloride,Undiluted,19429
2009-08-01,I,chloride,Undiluted,18134
2009-08-01,O,chloride,Undiluted,18882
2009-08-01,V,chloride,Undiluted,21371
2009-08-01,"Lac S",chloride,Undiluted,17672
2009-12-01,5,chloride,Undiluted,27620
2009-12-01,6,chloride,Undiluted,27796
2009-12-01,9,chloride,Undiluted,26415
2009-12-01,9,chloride,Undiluted,26702
2009-12-01,12,chloride,Undiluted,26537
2009-12-01,18,chloride,Undiluted,27973
2009-12-01,24,chloride,Undiluted,27623
2009-12-01,32,chloride,Undiluted,26768
2009-12-01,36,chloride,Undiluted,25945
2009-12-01,37,chloride,Undiluted,25444
2009-12-01,38,chloride,Undiluted,26506
2009-12-01,40,chloride,Undiluted,26019
2009-12-01,41,chloride,Undiluted,24832
2009-12-01,44,chloride,Undiluted,24680
2009-12-01,45,chloride,Undiluted,23792
2009-12-01,48,chloride,Undiluted,27751
2009-12-01,50,chloride,Undiluted,22607
2009-12-01,53,chloride,Undiluted,27005
2009-12-01,60,chloride,Undiluted,26090
2009-12-01,A,chloride,Undiluted,23865
2009-12-01,F,chloride,Undiluted,25579
2009-12-01,I,chloride,Undiluted,27128
2009-12-01,O,chloride,Undiluted,25173
2009-12-01,V,chloride,Undiluted,27103
2009-12-01,"Lac S",chloride,Undiluted,25850
2010-04-01,1,chloride,Undiluted,21797
2010-04-01,2,chloride,Undiluted,21964
2010-04-01,5,chloride,Undiluted,22466
2010-04-01,6,chloride,Undiluted,21717
2010-04-01,9,chloride,Undiluted,21732
2010-04-01,9,chloride,Undiluted,21487
2010-04-01,12,chloride,Undiluted,21642
2010-04-01,24,chloride,Undiluted,22057
2010-04-01,32,chloride,Undiluted,21046
2010-04-01,37,chloride,Undiluted,21698
2010-04-01,38,chloride,Undiluted,22055
2010-04-01,40,chloride,Undiluted,21477
2010-04-01,41,chloride,Undiluted,21826
2010-04-01,44,chloride,Undiluted,22010
2010-04-01,45,chloride,Undiluted,21772
2010-04-01,50,chloride,Undiluted,21347
2010-04-01,53,chloride,Undiluted,21620
2010-04-01,60,chloride,Undiluted,21144
2010-04-01,A,chloride,Undiluted,21542
2010-04-01,F,chloride,Undiluted,21952
2010-04-01,I,chloride,Undiluted,21833
2010-04-01,O,chloride,Undiluted,21149
2010-04-01,V,chloride,Undiluted,22063
2010-04-01,"Lac S",chloride,Undiluted,21529
2010-04-01,PF,chloride,Undiluted,21042
2010-12-01,9,chloride,Undiluted,24266
2010-12-01,9,chloride,Undiluted,23533
2010-12-01,12,chloride,Undiluted,23588
2010-12-01,24,chloride,Undiluted,23299
2010-12-01,32,chloride,Undiluted,23619
2010-12-01,36,chloride,Undiluted,23496
2010-12-01,36,chloride,Undiluted,23790
2010-12-01,37,chloride,Undiluted,23348
2010-12-01,38,chloride,Undiluted,22977
2010-12-01,40,chloride,Undiluted,23305
2010-12-01,41,chloride,Undiluted,23683
2010-12-01,44,chloride,Undiluted,23370
2010-12-01,45,chloride,Undiluted,23619
2010-12-01,48,chloride,Undiluted,23423
2010-12-01,50,chloride,Undiluted,23211
2010-12-01,53,chloride,Undiluted,24043
2010-12-01,60,chloride,Undiluted,23709
2010-12-01,A,chloride,Undiluted,23411
2010-12-01,F,chloride,Undiluted,23698
2010-12-01,G,chloride,Undiluted,23391
2010-12-01,I,chloride,Undiluted,23696
2010-12-01,O,chloride,Undiluted,24330
2010-12-01,V,chloride,Undiluted,23780
2010-12-01,"Lac S",chloride,Undiluted,23465
2011-04-01,5,chloride,Undiluted,27748
2011-04-01,6,chloride,Undiluted,26117
2011-04-01,9,chloride,Undiluted,24618
2011-04-01,9,chloride,Undiluted,26088
2011-04-01,12,chloride,Undiluted,27796
2011-04-01,24,chloride,Undiluted,25579
2011-04-01,32,chloride,Undiluted,27036
2011-04-01,37,chloride,Undiluted,26134
2011-04-01,38,chloride,Undiluted,27320
2011-04-01,40,chloride,Undiluted,26197
2011-04-01,41,chloride,Undiluted,21685
2011-04-01,44,chloride,Undiluted,28565
2011-04-01,45,chloride,Undiluted,28205
2011-04-01,50,chloride,Undiluted,26663
2011-04-01,53,chloride,Undiluted,26962
2011-04-01,60,chloride,Undiluted,22693
2011-04-01,A,chloride,Undiluted,25232
2011-04-01,F,chloride,Undiluted,22207
2011-04-01,G,chloride,Undiluted,24867
2011-04-01,I,chloride,Undiluted,26230
2011-04-01,O,chloride,Undiluted,22048
2011-04-01,V,chloride,Undiluted,27038
2011-04-01,"Lac S",chloride,Undiluted,28064
2011-04-01,ADS,chloride,Undiluted,28200
2011-04-01,KR,chloride,Undiluted,22411
2007-11-01,9,nitrite,Undiluted,NULL
2007-11-01,10,nitrite,Undiluted,NULL
2007-11-01,11,nitrite,Undiluted,NULL
2007-11-01,12,nitrite,Undiluted,NULL
2007-11-01,13,nitrite,Undiluted,NULL
2007-11-01,14,nitrite,Undiluted,NULL
2007-11-01,15,nitrite,Undiluted,NULL
2007-11-01,23,nitrite,Undiluted,NULL
2007-11-01,24,nitrite,Undiluted,NULL
2007-11-01,32,nitrite,Undiluted,NULL
2007-11-01,41,nitrite,Undiluted,NULL
2007-11-01,42,nitrite,Undiluted,NULL
2007-11-01,44,nitrite,Undiluted,135.84
2007-11-01,45,nitrite,Undiluted,56.32
2007-11-01,50,nitrite,Undiluted,0.82
2007-11-01,51,nitrite,Undiluted,NULL
2007-11-01,52,nitrite,Undiluted,NULL
2007-11-01,53,nitrite,Undiluted,NULL
2007-11-01,60,nitrite,Undiluted,NULL
2008-05-01,1,nitrite,Undiluted,NULL
2008-05-01,2,nitrite,Undiluted,NULL
2008-05-01,3,nitrite,Undiluted,NULL
2008-05-01,4,nitrite,Undiluted,NULL
2008-05-01,5,nitrite,Undiluted,NULL
2008-05-01,6,nitrite,Undiluted,NULL
2008-05-01,7,nitrite,Undiluted,NULL
2008-05-01,9,nitrite,Undiluted,NULL
2008-05-01,12,nitrite,Undiluted,NULL
2008-05-01,24,nitrite,Undiluted,NULL
2008-05-01,32,nitrite,Undiluted,NULL
2008-05-01,36,nitrite,Undiluted,NULL
2008-05-01,37,nitrite,Undiluted,NULL
2008-05-01,38,nitrite,Undiluted,NULL
2008-05-01,39,nitrite,Undiluted,NULL
2008-05-01,40,nitrite,Undiluted,NULL
2008-05-01,41,nitrite,Undiluted,NULL
2008-05-01,45,nitrite,Undiluted,NULL
2008-05-01,50,nitrite,Undiluted,NULL
2008-05-01,53,nitrite,Undiluted,NULL
2008-05-01,60,nitrite,Undiluted,NULL
2008-05-01,A,nitrite,Undiluted,NULL
2008-05-01,F,nitrite,Undiluted,NULL
2008-05-01,G,nitrite,Undiluted,NULL
2008-05-01,I,nitrite,Undiluted,NULL
2008-05-01,J,nitrite,Undiluted,NULL
2008-05-01,K,nitrite,Undiluted,NULL
2008-05-01,L,nitrite,Undiluted,NULL
2008-05-01,O,nitrite,Undiluted,NULL
2008-05-01,P,nitrite,Undiluted,NULL
2008-05-01,R,nitrite,Undiluted,NULL
2008-05-01,V,nitrite,Undiluted,NULL
2008-11-01,9,nitrite,Undiluted,NULL
2008-11-01,12,nitrite,Undiluted,NULL
2008-11-01,24,nitrite,Undiluted,NULL
2008-11-01,32,nitrite,Undiluted,NULL
2008-11-01,37,nitrite,Undiluted,NULL
2008-11-01,38,nitrite,Undiluted,NULL
2008-11-01,40,nitrite,Undiluted,NULL
2008-11-01,41,nitrite,Undiluted,NULL
2008-11-01,44,nitrite,Undiluted,NULL
2008-11-01,45,nitrite,Undiluted,NULL
2008-11-01,50,nitrite,Undiluted,NULL
2008-11-01,53,nitrite,Undiluted,NULL
2008-11-01,A,nitrite,Undiluted,NULL
2008-11-01,F,nitrite,Undiluted,NULL
2008-11-01,G,nitrite,Undiluted,NULL
2008-11-01,I,nitrite,Undiluted,NULL
2008-11-01,O,nitrite,Undiluted,NULL
2008-11-01,T,nitrite,Undiluted,NULL
2008-11-01,V,nitrite,Undiluted,NULL
2009-04-01,1,nitrite,Undiluted,212.8
2009-04-01,2,nitrite,Undiluted,NULL
2009-04-01,4,nitrite,Undiluted,NULL
2009-04-01,5,nitrite,Undiluted,NULL
2009-04-01,6,nitrite,Undiluted,NULL
2009-04-01,9,nitrite,Undiluted,NULL
2009-04-01,12,nitrite,Undiluted,NULL
2009-04-01,24,nitrite,Undiluted,NULL
2009-04-01,32,nitrite,Undiluted,NULL
2009-04-01,37,nitrite,Undiluted,NULL
2009-04-01,38,nitrite,Undiluted,NULL
2009-04-01,40,nitrite,Undiluted,NULL
2009-04-01,41,nitrite,Undiluted,43.6
2009-04-01,44,nitrite,Undiluted,NULL
2009-04-01,45,nitrite,Undiluted,NULL
2009-04-01,50,nitrite,Undiluted,NULL
2009-04-01,53,nitrite,Undiluted,NULL
2009-04-01,60,nitrite,Undiluted,NULL
2009-04-01,A,nitrite,Undiluted,NULL
2009-04-01,F,nitrite,Undiluted,42.2
2009-04-01,O,nitrite,Undiluted,NULL
2009-04-01,V,nitrite,Undiluted,NULL
2009-04-01,"Lac N",nitrite,Undiluted,NULL
2009-04-01,"Lac S",nitrite,Undiluted,NULL
2009-08-01,1,nitrite,Undiluted,NULL
2009-08-01,5,nitrite,Undiluted,NULL
2009-08-01,6,nitrite,Undiluted,NULL
2009-08-01,9,nitrite,Undiluted,NULL
2009-08-01,9,nitrite,Undiluted,NULL
2009-08-01,12,nitrite,Undiluted,NULL
2009-08-01,24,nitrite,Undiluted,NULL
2009-08-01,32,nitrite,Undiluted,NULL
2009-08-01,36,nitrite,Undiluted,116.8
2009-08-01,37,nitrite,Undiluted,NULL
2009-08-01,38,nitrite,Undiluted,NULL
2009-08-01,40,nitrite,Undiluted,NULL
2009-08-01,41,nitrite,Undiluted,NULL
2009-08-01,44,nitrite,Undiluted,NULL
2009-08-01,45,nitrite,Undiluted,NULL
2009-08-01,50,nitrite,Undiluted,NULL
2009-08-01,53,nitrite,Undiluted,NULL
2009-08-01,60,nitrite,Undiluted,NULL
2009-08-01,A,nitrite,Undiluted,NULL
2009-08-01,F,nitrite,Undiluted,NULL
2009-08-01,I,nitrite,Undiluted,NULL
2009-08-01,O,nitrite,Undiluted,NULL
2009-08-01,V,nitrite,Undiluted,NULL
2009-08-01,"Lac S",nitrite,Undiluted,NULL
2009-12-01,5,nitrite,Undiluted,NULL
2009-12-01,6,nitrite,Undiluted,NULL
2009-12-01,9,nitrite,Undiluted,NULL
2009-12-01,9,nitrite,Undiluted,22.2
2009-12-01,12,nitrite,Undiluted,NULL
2009-12-01,18,nitrite,Undiluted,NULL
2009-12-01,24,nitrite,Undiluted,NULL
2009-12-01,32,nitrite,Undiluted,NULL
2009-12-01,36,nitrite,Undiluted,NULL
2009-12-01,37,nitrite,Undiluted,NULL
2009-12-01,38,nitrite,Undiluted,NULL
2009-12-01,40,nitrite,Undiluted,5.8
2009-12-01,41,nitrite,Undiluted,NULL
2009-12-01,44,nitrite,Undiluted,NULL
2009-12-01,45,nitrite,Undiluted,NULL
2009-12-01,48,nitrite,Undiluted,2.3
2009-12-01,50,nitrite,Undiluted,NULL
2009-12-01,53,nitrite,Undiluted,NULL
2009-12-01,60,nitrite,Undiluted,NULL
2009-12-01,A,nitrite,Undiluted,NULL
2009-12-01,F,nitrite,Undiluted,NULL
